greek	lemma	grammar	isopsephy	roman	root	root_translation	root_isopsephy	primes	root_primes	geometry	root_geometry	occurrences
στοματος	G4750	N-GSN	1181	stomatos	στομα	the mouth (as if a gash in the face); by implication, language (and its relations); figuratively, an opening (in the earth); specially, the front or edge (of a weapon)	611	(1181,)	(13, 47)	(835, 1670, 682, 2046, 528, 2641, 482, 2893, 730, 1911, 376, 3710)	(432, 864, 353, 1058, 273, 1366, 249, 1497, 378, 989, 194, 1920)	1:16, 2:16, 3:16, 11:5, 12:15, 12:16, 16:13, 19:15, 19:21
ωργισθη	G3710	V-API-3S	1130	ōrgisthē	οργιζω	to provoke or enrage, i.e. (passively) become exasperated	990	(2, 5, 113)	(2, 3, 5, 11)	(799, 1598, 652, 1957, 505, 2527, 461, 2768, 698, 1828, 360, 3550)	(700, 1400, 572, 1715, 443, 2214, 404, 2425, 612, 1602, 315, 3110)	12:17
δρακων	G1404	N-NSM	975	drakōn	δρακων	a fabulous kind of serpent (perhaps as supposed to fascinate)	975	(3, 5, 13)	(3, 5, 13)	(689, 1379, 563, 1689, 436, 2180, 398, 2388, 603, 1578, 310, 3063)	(689, 1379, 563, 1689, 436, 2180, 398, 2388, 603, 1578, 310, 3063)	12:3, 12:4, 12:7, 12:9, 12:13, 12:16, 12:17, 13:2, 13:11
γυναικι	G1135	N-DSF	494	gunaiki	γυνη	a woman; specially, a wife	461	(2, 13, 19)	(461,)	(349, 699, 285, 856, 221, 1105, 202, 1210, 305, 799, 157, 1552)	(326, 652, 266, 798, 206, 1031, 188, 1129, 285, 746, 147, 1448)	12:14, 12:16, 12:17
απηλθεν	G565	V-2AAI-3S	183	apēlthen	απερχομαι	to go off (i.e. depart), aside (i.e. apart) or behind (i.e. follow), literally or figuratively	907	(3, 61)	(907,)	(129, 259, 106, 317, 82, 409, 75, 448, 113, 296, 58, 575)	(641, 1283, 524, 1571, 406, 2028, 370, 2222, 561, 1468, 289, 2849)	9:12, 11:14, 12:17, 16:2, 18:14
ποιησαι	G4160	V-AAN	379	poiēsai	ποιεω	to make or do (in a very wide application, more or less direct)	965	(379,)	(5, 193)	(268, 536, 219, 656, 169, 847, 155, 928, 234, 613, 121, 1191)	(682, 1365, 557, 1671, 432, 2158, 394, 2364, 596, 1561, 307, 3032)	12:17, 13:5, 13:7, 13:14, 17:17, 19:19
πολεμον	G4171	N-ASM	345	polemon	πολεμος	warfare (literally or figuratively; a single encounter or a series)	495	(3, 5, 23)	(3, 5, 11)	(244, 488, 199, 598, 154, 771, 141, 845, 213, 558, 110, 1084)	(350, 700, 286, 857, 221, 1107, 202, 1212, 306, 801, 158, 1555)	9:7, 9:9, 11:7, 12:17, 13:7, 16:14, 19:19, 20:8
λοιπων	G3062	A-GPN	1040	loipōn	λοιποι	remaining ones	270	(2, 5, 13)	(2, 3, 5)	(735, 1471, 600, 1801, 465, 2326, 425, 2547, 643, 1683, 331, 3267)	(191, 382, 156, 468, 121, 604, 110, 661, 167, 437, 86, 848)	8:13, 12:17
σπερματος	G4690	N-GSN	996	spermatos	σπερμα	"something sown, i.e. seed (including the male ""sperm""); by implication, offspring; specially, a remnant (figuratively, as if kept over for planting)"	426	(2, 3, 83)	(2, 3, 71)	(704, 1409, 575, 1725, 445, 2227, 407, 2440, 616, 1612, 317, 3129)	(301, 602, 246, 738, 191, 953, 174, 1043, 263, 689, 136, 1338)	12:17
τηρουντων	G5083	V-PAP-GPM	2078	tērountōn	τηρεω	perhaps akin to G2334 (τηρέω)); to guard (from loss or injury, properly, by keeping the eye upon; and thus differing from G5442 (τηρέω), which is properly to prevent escaping; and from G2892 (τηρέω), which implies a fortress or full military lines of apparatus), i.e. to note (a prophecy; figuratively, to fulfil a command); by implication, to detain (in custody; figuratively, to maintain); by extension, to withhold (for personal ends; figuratively, to keep unmarried); by extension, to withhold (for personal ends; figuratively, to keep unmarried)	1213	(2, 1039)	(1213,)	(1469, 2939, 1200, 3599, 929, 4647, 848, 5090, 1284, 3362, 661, 6528)	(858, 1715, 700, 2101, 542, 2712, 495, 2971, 750, 1963, 386, 3811)	12:17, 22:9
εντολας	G1785	N-APF	656	entolas	εντολη	injunction, i.e. an authoritative prescription	463	(2, 41)	(463,)	(464, 928, 379, 1136, 293, 1467, 268, 1607, 405, 1061, 209, 2061)	(327, 655, 267, 802, 207, 1035, 189, 1134, 286, 749, 147, 1455)	12:17, 14:12, 22:14
θεου	G2316	N-GSM	484	theou	θεος	figuratively, a magistrate; by Hebraism, very	284	(2, 11)	(2, 71)	(342, 684, 279, 838, 216, 1082, 198, 1186, 299, 783, 154, 1521)	(201, 402, 164, 492, 127, 635, 116, 696, 176, 460, 90, 892)	1:2, 1:9, 2:7, 2:18, 3:1, 3:2, 3:12, 3:14, 4:5, 5:6, 6:9, 7:2, 7:3, 7:10, 7:15, 8:2, 8:4, 9:4, 9:13, 10:7, 11:1, 11:4, 11:11, 11:16, 11:19, 12:6, 12:10, 12:17, 14:5, 14:10, 14:12, 14:19, 15:1, 15:2, 15:3, 15:7, 15:8, 16:1, 16:9, 16:14, 16:19, 17:17, 19:9, 19:13, 19:15, 19:17, 20:4, 20:6, 20:9, 20:12, 21:2, 21:3, 21:10, 21:11, 21:23, 22:1, 22:3
εχοντων	G2192	V-PAP-GPM	1875	exontōn	σχεω	to hold (used in very various applications, literally or figuratively, direct or remote; such as possession; ability, contiuity, relation, or condition)	1605	(3, 5)	(3, 5, 107)	(1326, 2652, 1083, 3248, 839, 4193, 765, 4593, 1159, 3034, 597, 5890)	(1135, 2270, 927, 2780, 718, 3589, 655, 3931, 992, 2597, 511, 5042)	12:17, 17:1, 19:10, 21:9
μαρτυριαν	G3141	N-ASF	1002	marturian	μαρτυρια	evidence given (judicially or genitive case)	952	(2, 3, 167)	(2, 7, 17)	(709, 1417, 579, 1736, 448, 2241, 409, 2454, 619, 1621, 319, 3148)	(673, 1346, 550, 1649, 426, 2129, 389, 2332, 588, 1540, 303, 2991)	1:2, 1:9, 6:9, 11:7, 12:17, 19:10, 20:4
ιησου	G2424	N-GSM	688	iēsou	Ιησους	Jesus (i.e. Jehoshua), the name of our Lord and two (three) other Israelites	888	(2, 43)	(2, 3, 37)	(486, 973, 397, 1192, 308, 1538, 281, 1685, 425, 1113, 219, 2161)	(628, 1256, 513, 1538, 397, 1986, 363, 2175, 549, 1437, 283, 2790)	1:1, 1:2, 1:5, 1:9, 12:17, 14:12, 17:6, 19:10, 20:4, 22:20, 22:21
χριστου	G5547	N-GSM	1680	xristou	Χριστος	anointed, i.e. the Messiah, an epithet of Jesus	1480	(2, 3, 5, 7)	(2, 5, 37)	(1188, 2376, 970, 2910, 751, 3757, 686, 4115, 1038, 2718, 535, 5278)	(1047, 2093, 854, 2563, 662, 3309, 604, 3625, 915, 2395, 471, 4650)	1:1, 1:2, 1:5, 1:9, 11:15, 12:10, 12:17, 20:4, 20:6, 22:21
εσταθην	G2476	V-API-1S	573	estathēn	ιστημι	to stand (transitively or intransitively), used in various applications (literally or figuratively)	568	(3, 191)	(2, 71)	(405, 810, 331, 992, 256, 1281, 234, 1404, 354, 927, 182, 1800)	(402, 803, 328, 984, 254, 1270, 232, 1391, 351, 919, 181, 1784)	12:18
αμμον	G285	N-ASF	201	ammon	αμμος	sand (as heaped on the beach)	351	(3, 67)	(3, 13)	(142, 284, 116, 348, 90, 449, 82, 492, 124, 325, 64, 631)	(248, 496, 203, 608, 157, 785, 143, 860, 217, 568, 112, 1103)	12:18
θαλασσης	G2281	N-GSF	649	thalassēs	θαλασσα	the sea (genitive case or specially)	442	(11, 59)	(2, 13, 17)	(459, 918, 375, 1124, 290, 1451, 265, 1590, 401, 1050, 207, 2039)	(313, 625, 255, 766, 198, 988, 180, 1083, 273, 715, 141, 1389)	5:13, 7:1, 8:8, 10:5, 10:8, 12:18, 13:1, 20:8
ειδον	G1492	V-2AAI-1S	139	eidon	ειδω	used only in certain past tenses, the others being borrowed from the equivalent G3700 (εἴδω) and G3708 (εἴδω); properly, to see (literally or figuratively); by implication, (in the perfect tense only) to know	819	(139,)	(3, 7, 13)	(98, 197, 80, 241, 62, 311, 57, 340, 86, 225, 44, 437)	(579, 1158, 473, 1419, 366, 1831, 334, 2006, 506, 1325, 261, 2573)	1:12, 1:17, 4:1, 4:4, 5:1, 5:2, 5:6, 5:11, 6:1, 6:2, 6:5, 6:8, 6:9, 6:12, 7:1, 7:2, 7:9, 8:2, 8:13, 9:1, 9:17, 10:1, 10:5, 13:1, 13:2, 13:3, 13:11, 14:1, 14:6, 14:14, 15:1, 15:2, 15:5, 16:13, 17:3, 17:6, 18:1, 19:11, 19:17, 19:19, 20:1, 20:4, 20:11, 20:12, 21:1, 21:2, 21:22
θαλασσης	G2281	N-GSF	649	thalassēs	θαλασσα	the sea (genitive case or specially)	442	(11, 59)	(2, 13, 17)	(459, 918, 375, 1124, 290, 1451, 265, 1590, 401, 1050, 207, 2039)	(313, 625, 255, 766, 198, 988, 180, 1083, 273, 715, 141, 1389)	5:13, 7:1, 8:8, 10:5, 10:8, 12:18, 13:1, 20:8
θηριον	G2342	N-NSN	247	thērion	θηριον	a dangerous animal	247	(13, 19)	(13, 19)	(175, 349, 143, 428, 110, 552, 101, 605, 153, 400, 79, 776)	(175, 349, 143, 428, 110, 552, 101, 605, 153, 400, 79, 776)	11:7, 13:1, 13:2, 13:4, 13:11, 13:12, 14:9, 14:11, 17:3, 17:8, 17:11, 17:16, 19:19, 19:20, 20:10
αναβαινον	G305	V-PAP-ASN	235	anabainon	αναβαινω	to go up (literally or figuratively)	915	(5, 47)	(3, 5, 61)	(166, 332, 136, 407, 105, 525, 96, 576, 145, 380, 75, 738)	(647, 1294, 528, 1585, 409, 2046, 374, 2241, 566, 1481, 291, 2875)	11:7, 13:1, 13:11
εχον	G2192	V-PAP-NSN	725	exon	σχεω	to hold (used in very various applications, literally or figuratively, direct or remote; such as possession; ability, contiuity, relation, or condition)	1605	(5, 29)	(3, 5, 107)	(513, 1025, 419, 1256, 324, 1621, 296, 1776, 448, 1173, 231, 2278)	(1135, 2270, 927, 2780, 718, 3589, 655, 3931, 992, 2597, 511, 5042)	4:7, 5:6, 13:1, 17:3, 21:14
κεφαλας	G2776	N-APF	757	kefalas	κεφαλη	the head (as the part most readily taken hold of), literally or figuratively	564	(757,)	(2, 3, 47)	(535, 1071, 437, 1311, 339, 1693, 309, 1854, 468, 1225, 241, 2378)	(399, 798, 326, 977, 252, 1261, 230, 1382, 349, 913, 180, 1772)	4:4, 9:7, 9:19, 12:3, 13:1, 17:3, 17:7, 18:19
επτα	G2033	A-NUI	386	epta	επτα	seven	386	(2, 193)	(2, 193)	(273, 546, 223, 669, 173, 863, 158, 946, 239, 625, 123, 1213)	(273, 546, 223, 669, 173, 863, 158, 946, 239, 625, 123, 1213)	1:4, 1:12, 1:13, 1:16, 1:20, 2:1, 3:1, 4:5, 5:1, 5:5, 5:6, 8:2, 8:6, 10:3, 10:4, 11:13, 12:3, 13:1, 15:1, 15:6, 15:7, 15:8, 16:1, 17:1, 17:3, 17:7, 17:9, 17:10, 17:11, 21:9
κερατα	G2768	N-NPN	427	kerata	κερας	a horn (literally or figuratively)	326	(7, 61)	(2, 163)	(302, 604, 247, 740, 191, 955, 174, 1046, 264, 691, 136, 1341)	(231, 461, 188, 565, 146, 729, 133, 799, 201, 527, 104, 1024)	5:6, 12:3, 13:1, 13:11, 17:3, 17:7, 17:12, 17:16
δεκα	G1176	A-NUI	30	deka	δεκα	ten	30	(2, 3, 5)	(2, 3, 5)	(21, 42, 17, 52, 13, 67, 12, 73, 19, 49, 10, 94)	(21, 42, 17, 52, 13, 67, 12, 73, 19, 49, 10, 94)	2:10, 12:3, 13:1, 17:3, 17:7, 17:12, 17:16
κερατων	G2768	N-GPN	1276	keratōn	κερας	a horn (literally or figuratively)	326	(2, 11, 29)	(2, 163)	(902, 1805, 737, 2210, 571, 2853, 521, 3126, 789, 2065, 406, 4009)	(231, 461, 188, 565, 146, 729, 133, 799, 201, 527, 104, 1024)	9:13, 13:1
δεκα	G1176	A-NUI	30	deka	δεκα	ten	30	(2, 3, 5)	(2, 3, 5)	(21, 42, 17, 52, 13, 67, 12, 73, 19, 49, 10, 94)	(21, 42, 17, 52, 13, 67, 12, 73, 19, 49, 10, 94)	2:10, 12:3, 13:1, 17:3, 17:7, 17:12, 17:16
διαδηματα	G1238	N-APN	369	diadēmata	διαδημα	"a ""diadem"" (as bound about the head)"	68	(3, 41)	(2, 17)	(261, 522, 213, 639, 165, 825, 151, 904, 228, 597, 117, 1159)	(48, 96, 39, 118, 30, 152, 28, 167, 42, 110, 22, 214)	12:3, 13:1, 19:12
κεφαλας	G2776	N-APF	757	kefalas	κεφαλη	the head (as the part most readily taken hold of), literally or figuratively	564	(757,)	(2, 3, 47)	(535, 1071, 437, 1311, 339, 1693, 309, 1854, 468, 1225, 241, 2378)	(399, 798, 326, 977, 252, 1261, 230, 1382, 349, 913, 180, 1772)	4:4, 9:7, 9:19, 12:3, 13:1, 17:3, 17:7, 18:19
ονομα	G3686	N-NSN	231	onoma	ονομα	"a ""name"" (literally or figuratively) (authority, character)"	231	(3, 7, 11)	(3, 7, 11)	(163, 327, 133, 400, 103, 517, 94, 566, 143, 374, 74, 726)	(163, 327, 133, 400, 103, 517, 94, 566, 143, 374, 74, 726)	2:3, 2:13, 2:17, 3:1, 3:5, 3:8, 3:12, 6:8, 8:11, 9:11, 11:18, 13:1, 13:6, 13:17, 14:1, 15:4, 16:9, 17:5, 19:12, 19:13, 19:16, 22:4
βλασφημιας	G988	N-GSF	992	blasfēmias	βλασφημια	vilification (especially against God)	792	(2, 31)	(2, 3, 11)	(701, 1403, 573, 1718, 444, 2218, 405, 2430, 613, 1605, 316, 3116)	(560, 1120, 457, 1372, 354, 1771, 323, 1940, 489, 1281, 252, 2488)	13:1, 13:5, 17:3
θηριον	G2342	N-NSN	247	thērion	θηριον	a dangerous animal	247	(13, 19)	(13, 19)	(175, 349, 143, 428, 110, 552, 101, 605, 153, 400, 79, 776)	(175, 349, 143, 428, 110, 552, 101, 605, 153, 400, 79, 776)	11:7, 13:1, 13:2, 13:4, 13:11, 13:12, 14:9, 14:11, 17:3, 17:8, 17:11, 17:16, 19:19, 19:20, 20:10
ειδον	G1492	V-2AAI-1S	139	eidon	ειδω	used only in certain past tenses, the others being borrowed from the equivalent G3700 (εἴδω) and G3708 (εἴδω); properly, to see (literally or figuratively); by implication, (in the perfect tense only) to know	819	(139,)	(3, 7, 13)	(98, 197, 80, 241, 62, 311, 57, 340, 86, 225, 44, 437)	(579, 1158, 473, 1419, 366, 1831, 334, 2006, 506, 1325, 261, 2573)	1:12, 1:17, 4:1, 4:4, 5:1, 5:2, 5:6, 5:11, 6:1, 6:2, 6:5, 6:8, 6:9, 6:12, 7:1, 7:2, 7:9, 8:2, 8:13, 9:1, 9:17, 10:1, 10:5, 13:1, 13:2, 13:3, 13:11, 14:1, 14:6, 14:14, 15:1, 15:2, 15:5, 16:13, 17:3, 17:6, 18:1, 19:11, 19:17, 19:19, 20:1, 20:4, 20:11, 20:12, 21:1, 21:2, 21:22
ην	G2258	V-IXI-3S	58	ēn	ην	I (thou, etc.) was (wast or were)	58	(2, 29)	(2, 29)	(41, 82, 33, 100, 26, 130, 24, 142, 36, 94, 18, 182)	(41, 82, 33, 100, 26, 130, 24, 142, 36, 94, 18, 182)	1:1, 1:4, 1:8, 4:1, 4:3, 4:8, 6:9, 9:10, 10:8, 10:10, 11:17, 13:2, 16:5, 17:8, 17:11, 17:18, 21:18, 21:21
ομοιον	G3664	A-NSN	310	omoion	ομοιος	similar (in appearance or character)	460	(2, 5, 31)	(2, 5, 23)	(219, 438, 179, 537, 139, 693, 127, 759, 192, 502, 99, 974)	(325, 651, 266, 797, 206, 1029, 188, 1127, 284, 744, 146, 1445)	1:13, 4:7, 13:2
παρδαλει	G3917	N-DSF	231	pardalei	παρδαλις	a leopard	426	(3, 7, 11)	(2, 3, 71)	(163, 327, 133, 400, 103, 517, 94, 566, 143, 374, 74, 726)	(301, 602, 246, 738, 191, 953, 174, 1043, 263, 689, 136, 1338)	13:2
ποδες	G4228	N-NPM	359	podes	πους	"a ""foot"" (figuratively or literally)"	750	(359,)	(2, 3, 5)	(254, 508, 207, 622, 161, 803, 147, 879, 222, 581, 114, 1128)	(530, 1061, 433, 1299, 335, 1677, 306, 1837, 464, 1214, 239, 2356)	1:15, 2:18, 10:1, 13:2
ως	G5613	ADV	1000	ōs	ως	which how, i.e. in that manner (very variously used, as follows)	1000	(2, 5)	(2, 5)	(707, 1414, 577, 1732, 447, 2236, 408, 2449, 618, 1618, 318, 3142)	(707, 1414, 577, 1732, 447, 2236, 408, 2449, 618, 1618, 318, 3142)	1:10, 1:14, 1:15, 1:16, 1:17, 2:18, 2:24, 2:27, 3:3, 3:21, 4:1, 4:7, 5:6, 6:1, 6:11, 6:12, 6:13, 6:14, 8:1, 8:8, 8:10, 9:2, 9:3, 9:5, 9:7, 9:8, 9:9, 9:17, 10:1, 10:7, 10:9, 10:10, 12:15, 13:2, 13:3, 13:11, 14:2, 14:3, 15:2, 16:3, 16:15, 16:21, 17:12, 18:6, 18:21, 19:6, 19:12, 20:8, 21:2, 21:11, 21:21, 22:1, 22:12
αρκτου	G715	N-GSF	891	arktou	αρκτος	a bear (as obstructing by ferocity)	691	(3, 11)	(691,)	(630, 1260, 514, 1543, 398, 1992, 364, 2182, 551, 1442, 284, 2799)	(489, 977, 399, 1197, 309, 1545, 282, 1693, 427, 1118, 220, 2171)	13:2
στομα	G4750	N-ASN	611	stoma	στομα	the mouth (as if a gash in the face); by implication, language (and its relations); figuratively, an opening (in the earth); specially, the front or edge (of a weapon)	611	(13, 47)	(13, 47)	(432, 864, 353, 1058, 273, 1366, 249, 1497, 378, 989, 194, 1920)	(432, 864, 353, 1058, 273, 1366, 249, 1497, 378, 989, 194, 1920)	12:16, 13:2, 13:5, 13:6
ως	G5613	ADV	1000	ōs	ως	which how, i.e. in that manner (very variously used, as follows)	1000	(2, 5)	(2, 5)	(707, 1414, 577, 1732, 447, 2236, 408, 2449, 618, 1618, 318, 3142)	(707, 1414, 577, 1732, 447, 2236, 408, 2449, 618, 1618, 318, 3142)	1:10, 1:14, 1:15, 1:16, 1:17, 2:18, 2:24, 2:27, 3:3, 3:21, 4:1, 4:7, 5:6, 6:1, 6:11, 6:12, 6:13, 6:14, 8:1, 8:8, 8:10, 9:2, 9:3, 9:5, 9:7, 9:8, 9:9, 9:17, 10:1, 10:7, 10:9, 10:10, 12:15, 13:2, 13:3, 13:11, 14:2, 14:3, 15:2, 16:3, 16:15, 16:21, 17:12, 18:6, 18:21, 19:6, 19:12, 20:8, 21:2, 21:11, 21:21, 22:1, 22:12
στομα	G4750	N-ASN	611	stoma	στομα	the mouth (as if a gash in the face); by implication, language (and its relations); figuratively, an opening (in the earth); specially, the front or edge (of a weapon)	611	(13, 47)	(13, 47)	(432, 864, 353, 1058, 273, 1366, 249, 1497, 378, 989, 194, 1920)	(432, 864, 353, 1058, 273, 1366, 249, 1497, 378, 989, 194, 1920)	12:16, 13:2, 13:5, 13:6
λεοντος	G3023	N-GSM	725	leontos	λεων	"a ""lion"""	885	(5, 29)	(3, 5, 59)	(513, 1025, 419, 1256, 324, 1621, 296, 1776, 448, 1173, 231, 2278)	(626, 1252, 511, 1533, 396, 1979, 361, 2168, 547, 1432, 282, 2780)	13:2
εδωκεν	G1325	V-AAI-3S	884	edōken	διδωμι	to give (used in a very wide application, properly, or by implication, literally or figuratively; greatly modified by the connection)	868	(2, 13, 17)	(2, 7, 31)	(625, 1250, 510, 1531, 395, 1977, 361, 2165, 546, 1430, 281, 2777)	(614, 1228, 501, 1503, 388, 1941, 354, 2126, 536, 1404, 276, 2727)	1:1, 13:2, 13:4, 15:7, 17:17, 20:13
δρακων	G1404	N-NSM	975	drakōn	δρακων	a fabulous kind of serpent (perhaps as supposed to fascinate)	975	(3, 5, 13)	(3, 5, 13)	(689, 1379, 563, 1689, 436, 2180, 398, 2388, 603, 1578, 310, 3063)	(689, 1379, 563, 1689, 436, 2180, 398, 2388, 603, 1578, 310, 3063)	12:3, 12:4, 12:7, 12:9, 12:13, 12:16, 12:17, 13:2, 13:11
δυναμιν	G1411	N-ASF	555	dunamin	δυναμις	force (literally or figuratively); specially, miraculous power (usually by implication, a miracle itself)	705	(3, 5, 37)	(3, 5, 47)	(392, 785, 320, 961, 248, 1241, 227, 1359, 343, 898, 177, 1744)	(499, 997, 407, 1221, 315, 1576, 288, 1727, 436, 1141, 224, 2215)	3:8, 4:11, 5:12, 11:17, 13:2, 17:13
θρονον	G2362	N-ASM	349	thronon	θρονος	"a stately seat (""throne""); by implication, power or (concretely) a potentate"	499	(349,)	(499,)	(247, 494, 201, 604, 156, 780, 142, 855, 216, 565, 111, 1096)	(353, 706, 288, 864, 223, 1116, 204, 1222, 308, 807, 159, 1568)	12:5, 13:2, 16:10, 20:11
εξουσιαν	G1849	N-ASF	796	ecousian	εξουσια	privilege, i.e. (subjectively) force, capacity, competency, freedom, or (objectively) mastery (concretely, magistrate, superhuman, potentate, token of control), delegated influence	746	(2, 199)	(2, 373)	(563, 1126, 460, 1379, 356, 1780, 325, 1950, 492, 1288, 253, 2501)	(528, 1055, 431, 1292, 334, 1668, 305, 1827, 461, 1207, 237, 2344)	2:26, 9:3, 11:6, 13:2, 13:4, 13:12, 14:18, 16:9, 17:12, 17:13, 18:1, 20:6
μεγαλην	G3173	A-ASF	137	megalēn	μεγας	big (literally or figuratively, in a very wide application)	249	(137,)	(3, 83)	(97, 194, 79, 237, 61, 306, 56, 336, 85, 222, 44, 430)	(176, 352, 144, 431, 111, 557, 102, 610, 154, 403, 79, 782)	1:10, 2:22, 11:12, 11:17, 12:10, 13:2, 14:19, 18:1, 19:1, 19:2, 20:1, 21:10
ειδον	G1492	V-2AAI-1S	139	eidon	ειδω	used only in certain past tenses, the others being borrowed from the equivalent G3700 (εἴδω) and G3708 (εἴδω); properly, to see (literally or figuratively); by implication, (in the perfect tense only) to know	819	(139,)	(3, 7, 13)	(98, 197, 80, 241, 62, 311, 57, 340, 86, 225, 44, 437)	(579, 1158, 473, 1419, 366, 1831, 334, 2006, 506, 1325, 261, 2573)	1:12, 1:17, 4:1, 4:4, 5:1, 5:2, 5:6, 5:11, 6:1, 6:2, 6:5, 6:8, 6:9, 6:12, 7:1, 7:2, 7:9, 8:2, 8:13, 9:1, 9:17, 10:1, 10:5, 13:1, 13:2, 13:3, 13:11, 14:1, 14:6, 14:14, 15:1, 15:2, 15:5, 16:13, 17:3, 17:6, 18:1, 19:11, 19:17, 19:19, 20:1, 20:4, 20:11, 20:12, 21:1, 21:2, 21:22
μιαν	G1520	A-ASF	101	mian	εις	one	215	(101,)	(5, 43)	(71, 143, 58, 175, 45, 226, 41, 247, 62, 163, 32, 317)	(152, 304, 124, 372, 96, 481, 88, 527, 133, 348, 68, 675)	6:1, 9:13, 13:3, 17:12, 17:13, 17:17
κεφαλων	G2776	N-GPF	1406	kefalōn	κεφαλη	the head (as the part most readily taken hold of), literally or figuratively	564	(2, 19, 37)	(2, 3, 47)	(994, 1988, 812, 2435, 629, 3144, 574, 3444, 869, 2275, 448, 4417)	(399, 798, 326, 977, 252, 1261, 230, 1382, 349, 913, 180, 1772)	13:3
ως	G5613	ADV	1000	ōs	ως	which how, i.e. in that manner (very variously used, as follows)	1000	(2, 5)	(2, 5)	(707, 1414, 577, 1732, 447, 2236, 408, 2449, 618, 1618, 318, 3142)	(707, 1414, 577, 1732, 447, 2236, 408, 2449, 618, 1618, 318, 3142)	1:10, 1:14, 1:15, 1:16, 1:17, 2:18, 2:24, 2:27, 3:3, 3:21, 4:1, 4:7, 5:6, 6:1, 6:11, 6:12, 6:13, 6:14, 8:1, 8:8, 8:10, 9:2, 9:3, 9:5, 9:7, 9:8, 9:9, 9:17, 10:1, 10:7, 10:9, 10:10, 12:15, 13:2, 13:3, 13:11, 14:2, 14:3, 15:2, 16:3, 16:15, 16:21, 17:12, 18:6, 18:21, 19:6, 19:12, 20:8, 21:2, 21:11, 21:21, 22:1, 22:12
εσφαγμενην	G4969	V-RPP-ASF	862	esfagmenēn	σφαζω	to butcher (especially an animal for food or in sacrifice) or (generally) to slaughter, or (specially), to maim (violently)	1508	(2, 431)	(2, 13, 29)	(610, 1219, 498, 1493, 385, 1927, 352, 2111, 533, 1395, 274, 2708)	(1066, 2133, 871, 2612, 674, 3372, 616, 3694, 932, 2440, 480, 4738)	13:3
θανατον	G2288	N-ASM	481	thanaton	θανατος	(properly, an adjective used as a noun) death (literally or figuratively)	631	(13, 37)	(631,)	(340, 680, 278, 833, 215, 1076, 196, 1178, 297, 778, 153, 1511)	(446, 892, 364, 1093, 282, 1411, 258, 1546, 390, 1021, 201, 1982)	9:6, 13:3
πληγη	G4127	N-NSF	129	plēgē	πληγη	a stroke; by implication, a wound; figuratively, a calamity	129	(3, 43)	(3, 43)	(91, 182, 74, 223, 58, 288, 53, 316, 80, 209, 41, 405)	(91, 182, 74, 223, 58, 288, 53, 316, 80, 209, 41, 405)	11:6, 13:3, 13:12, 16:21
θανατου	G2288	N-GSM	831	thanatou	θανατος	(properly, an adjective used as a noun) death (literally or figuratively)	631	(3, 277)	(631,)	(588, 1175, 480, 1439, 372, 1858, 339, 2036, 514, 1345, 265, 2611)	(446, 892, 364, 1093, 282, 1411, 258, 1546, 390, 1021, 201, 1982)	1:18, 2:10, 2:11, 12:11, 13:3, 13:12
εθεραπευθη	G2323	V-API-3S	622	etherapeuthē	θεραπευω	to wait upon menially, i.e. (figuratively) to adore (God), or (specially) to relieve (of disease)	1400	(2, 311)	(2, 5, 7)	(440, 880, 359, 1077, 278, 1391, 254, 1524, 384, 1006, 198, 1954)	(990, 1980, 808, 2425, 626, 3130, 572, 3429, 865, 2265, 446, 4398)	13:3, 13:12
εθαυμασθη	G2296	V-API-3S	673	ethaumasthē	θαυμαζω	to wonder; by implication, to admire	1258	(673,)	(2, 17, 37)	(476, 952, 389, 1166, 301, 1505, 275, 1649, 416, 1089, 214, 2114)	(890, 1779, 726, 2179, 563, 2813, 514, 3081, 777, 2035, 400, 3952)	13:3
