lemma	word	translation
G3072	Λυκαονιστί	Lycaonistically, i.e. in the language of the Lycaonians
G5530	χράομαι	to furnish what is needed; (give an oracle, "graze" (touch slightly), light upon, etc.), i.e. (by implication) to employ or (by extension) to act towards one in a given manner
G1184	δεκτός	approved; (figuratively) propitious
G4878	συναντιλαμβάνομαι	to take hold of opposite together, i.e. co-operate (assist)
G4276	προελπίζω	to hope in advance of other confirmation
G5477	Χαναάν	Chanaan (i.e. Kenaan), the early name of Palestine
G3823	πάλη	another form for G906 (πάλη)); wrestling
G3045	λιπαρός	fat, i.e. (figuratively) sumptuous
G3732	ὄρνεον	a birdling
G2204	ζέω	to be hot (boil, of liquids; or glow, of solids), i.e. (figuratively) be fervid (earnest)
G2189	ἔχθρα	hostility; by implication, a reason for opposition
G3622	οἰκονομία	administration (of a household or estate); specially, a (religious) "economy"
G4196	Πόπλιος	apparently "popular"; Poplius (i.e. Publius), a Roman
G2581	Κανανίτης	zealous; Cananites, an epithet
G5503	χήρα	a widow (as lacking a husband), literally or figuratively
G5309	ὑψηλοφρονέω	to be lofty in mind, i.e. arrogant
G5514	Χλόη	"green"; Chloë, a Christian female
G1338	διϊκνέομαι	to reach through, i.e. penetrate
G3361	μή	(adverb) not, (conjunction) lest; also (as an interrogative implying a negative answer (whereas G3756 (μή) expects an affirmative one)) whether
G2085	ἑτεροδιδασκαλέω	to instruct differently
G5121	τοὐναντίον	on the contrary
G1393	Δορκάς	gazelle; Dorcas, a Christian woman
G3402	μιμητής	an imitator
G1170	δεῖνα	so and so (when the person is not specified)
G5188	τύφω	to make a smoke, i.e. slowly consume without flame
G2601	καταβιβάζω	to cause to go down, i.e. precipitate
G5417	φραγελλόω	to whip, i.e. lash as a public punishment
G1335	διήγεσις	a recital
G5096	Τίμων	valuable; Timon, a Christian
G1998	ἐπισυντρέχω	to hasten together upon one place (or a particular occasion)
G615	ἀποκτείνω	to kill outright; figuratively, to destroy
G3941	πάροικος	having a home near, i.e. (as noun) a by-dweller (alien resident)
G2468	ἴσθι	be thou
G4407	πρωϊνός	pertaining to the dawn, i.e. matutinal
G4158	ποδήρης	a dress (G2066 (ποδήρης) implied) reaching the ankles
G1941	ἐπικαλέομαι	to entitle; by implication, to invoke (for aid, worship, testimony, decision, etc.)
G1275	διαπαντός	through all time, i.e. (adverbially) constantly
G870	ἀφόβως	fearlessly
G1268	διανέμω	to distribute, i.e. (of information) to disseminate
G1836	ἑξῆς	successive
G810	ἀσωτία	properly, unsavedness, i.e. (by implication) profligacy
G2548	κἀκεῖνος	likewise that (or those)
G301	Ἀμώς	Amos, an Israelite
G3057	λόγχη	a "lance"
G5254	ὑπέχω	to hold oneself under, i.e. endure with patience
G564	ἀπερίτμητος	uncircumcised (figuratively)
G1151	δάμαλις	a heifer (as tame)
G2583	κανών	a rule ("canon"), i.e. (figuratively) a standard (of faith and practice); by implication, a boundary, i.e. (figuratively) a sphere (of activity)
G1311	διαφθείρω	to rot thoroughly, i.e. (by implication) to ruin (passively, decay utterly, figuratively, pervert)
G3660	ὀμνύω	to swear, i.e. take (or declare on) oath
G879	ἀφυπνόω	properly, to become awake, i.e. (by implication) to drop (off) in slumber
G2064	ἔρχομαι	to come or go (in a great variety of applications, literally and figuratively)
G3837	πανταχοῦ	universally
G313	ἀναγεννάω	to beget or (by extension) bear (again)
G4071	πετεινόν	a flying animal, i.e. bird
G1384	δόκιμος	properly, acceptable (current after assayal), i.e. approved
G83	ἀδηλότης	uncertainty
G1508	εἰ μή	if not
G122	αἴγειος	belonging to a goat
G4377	προσφωνέω	to sound towards, i.e. address, exclaim, summon
G2467	ἴσημι	to know
G2824	κλίμα	a slope, i.e. (specially) a "clime" or tract of country
G2149	εὐρύχωρος	spacious
G3937	Παρμενᾶς	constant; Parmenas, a Christian
G3574	νυχθήμερον	a day-and-night, i.e. full day of twenty-four hours
G641	ἀποῤῥίπτω	to hurl off, i.e. precipitate (oneself)
G1755	ἐνέργημα	an effect
G4034	περιλάμπω	to illuminate all around, i.e. invest with a halo
G930	βασανιστής	a torturer
G689	Ἀράμ	Aram (i.e. Ram), an Israelite
G899	βάθος	profundity, i.e. (by implication) extent; (figuratively) mystery
G4173	πολιτάρχης	a town-officer, i.e. magistrate
G1450	ἔγγυος	pledged (as if articulated by a member), i.e. a bondsman
G3685	ὀνίνημι	for which another prolonged form () is used as an alternate in some tenses (unless indeed it be identical with the base of G3686 (ὀνίνημι) through the idea of notoriety); to gratify, i.e. (middle voice) to derive pleasure or advantage from
G5337	φαῦλος	"foul" or "flawy", i.e. (figuratively) wicked
G238	ἀλληγορέω	to allegorize
G2205	ζῆλος	properly, heat, i.e. (figuratively) "zeal" (in a favorable sense, ardor; in an unfavorable one, jealousy, as of a husband (figuratively, of God), or an enemy, malice)
G5161	Τρόφιμος	nutritive; Trophimus, a Christian
G2760	κεντυρίων	a centurion, i.e. captain of one hundred soldiers
G4404	πρωΐ	at dawn; by implication, the day-break watch
G1668	ἕλκος	an ulcer (as if drawn together)
G5600	ἦ	(may, might, can, could, would, should, must, etc.; also with G1487 (ἦ) and its comparative, as well as with other particles) be
G1036	βυθίζω	to sink; by implication, to drown
G1626	ἔκτρωμα	a miscarriage (abortion), i.e. (by analogy) untimely birth
G609	ἀποκόπτω	to amputate; reflexively (by irony) to mutilate (the privy parts)
G3314	μεσημβρία	midday; by implication, the south
G939	βάσις	a pace ("base"), i.e. (by implication) the foot
G5302	ὑστερέω	to be later, i.e. (by implication) to be inferior; generally, to fall short (be deficient)
G1660	ἔλευσις	an advent
G4438	πυκτέω	to box (with the fist), i.e. contend (as a boxer) at the games (figuratively)
G2925	κρούω	to rap
G4239	πραΰς	mild, i.e. (by implication) humble
G1315	διαχειρίζομαι	to handle thoroughly, i.e. lay violent hands upon
G982	βιωτικός	relating to the present existence
G2983	λαμβάνω	while G138 (λαμβάνω) is more violent, to seize or remove))
G3605	ὄζω	to scent (usually an ill "odor")
G510	ἀνωτερικός	superior, i.e. (locally) more remote
G490	Ἀντιόχεια	Antiochia, a place in Syria
G1786	ἐντόπιος	a resident
G3179	μεθίστημι	to transfer, i.e. carry away, depose or (figuratively) exchange, seduce
G5116	τοπάζιον	of uncertain origin); a gem, probably the chrysolite
G4682	σπαράσσω	apparently strengthened from G4685 (σπαράσσω) through the idea of spasmodic contraction); to mangle, i.e. convluse with epilepsy
G2440	ἱμάτιον	a dress (inner or outer)
G3323	Μεσσίας	the Messias (i.e. Mashiach), or Christ
G4763	στρηνιάω	to be luxurious
G2056	ἔριφος	a kid or (genitive case) goat
G1473	ἐγώ	ego
G5551	χρονοτριβέω	to be a time-wearer, i.e. to procrastinate (linger)
G1066	Γεδεών	Gedeon (i.e. Gid(e)on), an Israelite
G1658	ἐλεύθερος	unrestrained (to go at pleasure), i.e. (as a citizen) not a slave (whether freeborn or manumitted), or (genitive case) exempt (from obligation or liability)
G3005	λεῖμμα	a remainder
G3338	μεταμέλλομαι	to care afterwards, i.e. regret
G1974	ἐπιποθία	intense longing
G4731	στερεός	stiff, i.e. solid, stable (literally or figuratively)
G3749	ὀστράκινος	earthen-ware, i.e. clayey; by implication, frail
G2498	Ἰωσαφάτ	Josaphat (i.e. Jehoshaphat), an Israelite
G4701	σπορά	a sowing, i.e. (by implication) parentage
G3030	λίβανος	the incense-tree, i.e. (by implication) incense itself
G3899	παραπορεύομαι	to travel near
G5438	φυλακή	a guarding or (concretely, guard), the act, the person; figuratively, the place, the condition, or (specially), the time (as a division of day or night), literally or figuratively
G2590	καρπός	fruit (as plucked), literally or figuratively
G4951	σύρω	to trail
G2260	ἤπερ	than at all (or than perhaps, than indeed)
G1119	γόνυ	the "knee"
G2652	κατανάθεμα	an imprecation
G5205	ὑετός	rain, especially a shower
G3950	παροργισμός	rage
G4351	προσκυλίω	to roll towards, i.e. block against
G4281	προέρχομαι	to go onward, precede (in place or time)
G4868	συναίρω	to make up together, i.e. (figuratively) to compute (an account)
G2143	εὐπρέπεια	good suitableness, i.e. gracefulness
G1129	γυμνασία	training, i.e. (figuratively) asceticism
G414	ἀνεκτότερος	more endurable
G1648	Ἐλεάζαρ	Eleazar, an Israelite
G3018	Λευΐς	Lewis (i.e. Levi), a Christian
G5174	Τρωάς	the Troad (or plain of Troy), i.e. Troas, a place in Asia Minor
G392	ἀνατάσσομαι	to arrange
G1020	βραδυπλοέω	to sail slowly
G2269	Ἠσαῦ	Esau, an Edomite
G5095	Τιμόθεος	dear to God; Timotheus, a Christian
G3016	λεπτόν	something scaled (light), i.e. a small coin
G4453	πωλέω	to barter (as a pedlar), i.e. to sell
G359	ἀνάλυσις	departure
G2689	καταστολή	a deposit, i.e. (specially) costume
G5532	χρεία	employment, i.e. an affair; also (by implication) occasion, demand, requirement or destitution
G3381	μή πως	lest somehow
G5426	φρονέω	to exercise the mind, i.e. entertain or have a sentiment or opinion; by implication, to be (mentally) disposed (more or less earnestly in a certain direction); intensively, to interest oneself in (with concern or obedience)
G4275	προείδω	foresee
G1091	γεώργιον	cultivable, i.e. a farm
G4431	πτῶσις	a crash, i.e. downfall (literally or figuratively)
G5042	τεκνογονία	childbirth (parentage), i.e. (by implication) maternity (the performance of maternal duties)
G4160	ποιέω	to make or do (in a very wide application, more or less direct)
G883	Ἀχαϊκός	an Achaian; Achaicus, a Christian
G5141	τρέμω	to "tremble" or fear
G3413	Μιχαήλ	Michael, an archangel
G4368	προστάτις	a patroness, i.e. assistant
G2516	καθέζομαι	to sit down
G1478	Ἐζεκίας	Ezekias (i.e. Hezekeiah), an Israelite
G5591	ψυχικός	sensitive, i.e. animate (in distinction on the one hand from G4152 (ψυχικός), which is the higher or renovated nature; and on the other from G5446 (ψυχικός), which is the lower or bestial nature)
G3770	οὐράνιος	celestial, i.e. belonging to or coming from the sky
G4600	σιαγών	the jaw-bone, i.e. (by implication) the cheek or side of the face
G2244	ἡλικία	maturity (in years or size)
G3043	λίνον	flax, i.e. (by implication) "linen"
G5386	φιλόσοφος	fond of wise things, i.e. a "philosopher"
G1226	διαβεβαιόομαι	to confirm thoroughly (by words), i.e. asseverate
G4741	στηρίζω	to set fast, i.e. (literally) to turn resolutely in a certain direction, or (figuratively) to confirm
G1776	ἐνοχλέω	to crowd in, i.e. (figuratively) to annoy
G4759	στρατοπεδάρχης	a ruler of an army, i.e. (specially), a Prætorian præfect
G474	ἀντιβάλλω	to bandy
G13	Ἄγαβος	Agabus, an Israelite
G2461	ἱππικόν	the cavalry force
G5227	ὑπεναντίος	under (covertly) contrary to, i.e. opposed or (as noun) an opponent
G4664	σμαράγδινος	consisting of emerald
G3342	μεταξύ	betwixt (of place or person); (of time) as adjective, intervening, or (by implication) adjoining
G1634	ἐκψύχω	to expire
G2753	κελεύω	"hail"; to incite by word, i.e. order
G3830	πανδοχεύς	an innkeeper (warden of a caravanserai)
G4400	προχειρίζομαι	to handle for oneself in advance, i.e. (figuratively) to purpose
G45	ἄγκυρα	an "anchor" (as crooked)
G1490	εἰ δὲ μή γε	but if not, otherwise
G2096	Εὖα	Eua (or Eva, i.e. Chavvah), the first woman
G3377	μηνύω	to disclose (through the idea of mental effort and thus calling to mind), i.e. report, declare, intimate
G5572	ψευδοδιδάσκαλος	a spurious teacher, i.e. propagator of erroneous Christian doctrine
G28	Ἄγαρ	Hagar, the concubine of Abraham
G5213	ὑμῖν	to (with or by) you
G1773	ἔννυχον	(adverbially) by night
G1363	διπλόω	to render two-fold
G2525	καθίστημι	to place down (permanently), i.e. (figuratively) to designate, constitute, convoy
G4737	στεφανόω	to adorn with an honorary wreath (literally or figuratively)
G2905	κραυγάζω	to clamor
G829	αὐθάδης	self-pleasing, i.e. arrogant
G183	ἀκατάσχετος	unrestrainable
